,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
1957,-120.78,38.73,31.0,3117,616,1606,588,29844.0,127900.0,INLAND
1958,-120.81,38.73,42.0,1276,260,799,259,27273.0,128600.0,INLAND
1959,-120.78,38.72,19.0,4414,767,1865,699,36406.0,150900.0,INLAND
1960,-120.67,38.76,35.0,2104,403,1060,400,21682.0,138100.0,INLAND
1961,-120.7,38.75,19.0,2325,430,967,376,29000.0,158700.0,INLAND
1962,-120.71,38.73,17.0,2146,396,862,351,29219.0,141300.0,INLAND
1963,-120.58,38.77,15.0,2155,394,857,356,40300.0,141200.0,INLAND
1964,-120.58,38.77,21.0,1661,406,789,319,23583.0,108700.0,INLAND
1965,-120.6,38.76,22.0,1236,273,615,248,30217.0,106900.0,INLAND
1966,-120.59,38.76,21.0,1728,417,731,334,17266.0,94700.0,INLAND
1967,-120.63,38.75,17.0,3145,621,1432,559,27201.0,117500.0,INLAND
1968,-120.7,38.69,13.0,4492,821,2093,734,40709.0,151700.0,INLAND
1969,-120.63,38.73,11.0,4577,836,1944,700,40675.0,140200.0,INLAND
1970,-120.62,38.71,10.0,6305,1150,2597,921,40197.0,132200.0,INLAND
1971,-120.63,38.68,14.0,1821,316,769,266,30789.0,131700.0,INLAND
1972,-120.54,38.75,9.0,3006,540,1102,418,39812.0,136600.0,INLAND
1973,-120.76,38.6,14.0,2925,625,1226,437,25865.0,133800.0,INLAND
1974,-120.66,38.61,19.0,2715,596,1301,473,25042.0,126400.0,INLAND
1975,-120.72,38.57,8.0,892,185,427,164,26833.0,118800.0,INLAND
1976,-120.59,38.53,15.0,432,87,208,73,36125.0,100000.0,INLAND
1977,-120.44,38.61,9.0,2598,548,796,297,35192.0,98000.0,INLAND
1978,-120.32,38.71,13.0,1115,255,86,32,35667.0,115600.0,INLAND
1979,-120.08,38.8,34.0,1988,511,36,15,46250.0,162500.0,INLAND
1980,-120.88,38.58,8.0,3417,604,1703,623,40827.0,170700.0,INLAND
1981,-120.84,38.63,12.0,1313,231,731,232,57373.0,208300.0,INLAND
1982,-120.81,38.67,14.0,8396,1578,3952,1474,30565.000000000004,118800.0,INLAND
1983,-120.76,38.65,17.0,2319,430,1126,372,35511.0,155900.0,INLAND
1984,-120.85,38.69,18.0,5928,1097,2697,1096,34872.0,141400.0,INLAND
1985,-120.79,38.7,13.0,5036,1034,2243,923,23319.0,138500.0,INLAND
1986,-119.81,36.73,51.0,956,196,662,180,21010.0,56700.0,INLAND
1987,-119.81,36.73,47.0,1314,416,1155,326,13720.000000000002,49600.0,INLAND
1988,-119.81,36.74,36.0,607,155,483,146,15625.0,47500.0,INLAND
1989,-119.79,36.73,52.0,112,28,193,40,19750.0,47500.0,INLAND
1990,-119.8,36.73,45.0,925,231,797,228,17011.0,44800.0,INLAND
1991,-119.8,36.72,43.0,1286,360,972,345,9513.0,50400.0,INLAND
1992,-119.81,36.72,46.0,1414,268,902,243,15833.0,56700.0,INLAND
1993,-119.81,36.73,50.0,772,194,606,167,22206.0,59200.0,INLAND
1994,-119.77,36.73,44.0,1960,393,1286,381,21518.0,53000.0,INLAND
1995,-119.77,36.72,43.0,1763,389,1623,390,14427.000000000002,47700.0,INLAND
1996,-119.78,36.73,52.0,1377,319,1280,259,12344.0,43300.0,INLAND
1997,-119.77,36.73,45.0,1081,241,821,230,17829.0,52600.0,INLAND
1998,-119.77,36.75,39.0,1287,332,1386,306,15227.0,46900.0,INLAND
1999,-119.77,36.74,20.0,1855,519,1091,443,15547.0,93900.0,INLAND
2000,-119.78,36.74,15.0,1461,415,924,356,25045.0,90300.0,INLAND
2001,-119.78,36.75,35.0,2114,506,2050,474,12375.0,50000.0,INLAND
2002,-119.78,36.75,31.0,1404,379,1515,387,12813.000000000002,56400.0,INLAND
2003,-119.79,36.74,35.0,853,296,1228,289,10512.999999999998,39600.0,INLAND
2004,-119.79,36.74,52.0,173,87,401,84,21094.0,75000.0,INLAND
2005,-119.8,36.74,25.0,1717,542,1343,471,7990.0,51800.0,INLAND
2006,-119.8,36.75,41.0,1659,466,1391,447,13527.0,61200.0,INLAND
2007,-119.79,36.75,33.0,3161,934,3530,846,11230.0,46700.0,INLAND
2008,-119.82,36.74,52.0,610,128,406,122,18967.0,43800.0,INLAND
2009,-119.82,36.72,25.0,2581,528,1642,509,16435.0,52600.0,INLAND
2010,-119.82,36.72,17.0,1276,242,927,238,26176.0,54100.0,INLAND
2011,-119.83,36.73,21.0,1702,358,1347,316,24137.0,62100.0,INLAND
2012,-119.83,36.72,28.0,60,10,46,13,43500.0,67500.0,INLAND
2013,-119.83,36.71,43.0,355,81,233,75,24167.0,73900.0,INLAND
2014,-119.79,36.72,19.0,1719,391,1369,368,12500.0,53000.0,INLAND
2015,-119.8,36.71,29.0,1541,291,1007,313,20043.000000000004,53500.0,INLAND
2016,-119.81,36.71,25.0,1026,221,789,183,15625.0,52800.0,INLAND
2017,-119.8,36.72,19.0,1334,336,1171,319,10481.0,48500.0,INLAND
2018,-119.8,36.72,15.0,1908,417,1383,375,10471.999999999998,57800.0,INLAND
2019,-119.79,36.7,23.0,1731,363,1210,341,13922.000000000002,49500.0,INLAND
2020,-119.8,36.7,28.0,1592,304,962,282,13304.0,51300.0,INLAND
2021,-119.81,36.7,52.0,314,57,178,66,12404.0,52500.0,INLAND
2022,-119.78,36.72,22.0,354,121,530,115,21458.0,34400.0,INLAND
2023,-119.79,36.72,41.0,1562,322,927,277,13047.0,44100.0,INLAND
2024,-119.78,36.71,35.0,1987,394,1233,383,13587.0,45300.0,INLAND
2025,-119.74,36.71,17.0,5872,1250,5034,1224,21905.0,61800.0,INLAND
2026,-119.76,36.71,29.0,1745,441,1530,391,15611.0,44400.0,INLAND
2027,-119.76,36.72,24.0,1240,265,1035,232,28750.0,60600.0,INLAND
2029,-119.74,36.73,34.0,1254,272,1056,279,23269.000000000004,50800.0,INLAND
2030,-119.74,36.72,25.0,3972,842,2863,729,21304.0,58500.0,INLAND
2031,-119.75,36.72,22.0,3247,859,4179,881,13343.0,60800.0,INLAND
2032,-119.76,36.73,46.0,1347,282,854,267,18723.0,52600.0,INLAND
2033,-119.76,36.73,39.0,1553,363,1449,341,14419.0,45500.0,INLAND
2034,-119.75,36.73,39.0,2290,539,1685,536,16325.0,52100.0,INLAND
2035,-119.74,36.73,42.0,1236,272,946,261,20536.0,50000.0,INLAND
2036,-119.69,36.75,6.0,1926,303,965,316,47463.0,93100.0,INLAND
2037,-119.67,36.74,19.0,2788,614,1365,525,27813.0,120300.0,INLAND
2038,-119.69,36.74,17.0,2438,598,1563,538,15449.0,62500.0,INLAND
2039,-119.69,36.75,13.0,2343,409,1347,405,40027.0,93100.0,INLAND
2040,-119.67,36.73,27.0,2845,417,1219,460,49196.0,117900.0,INLAND
2041,-119.69,36.73,30.0,2437,349,1005,380,72211.0,171700.0,INLAND
2042,-119.69,36.74,23.0,2097,385,911,405,35128.0,121600.0,INLAND
2043,-119.69,36.71,25.0,556,79,249,71,44583.00000000001,108300.0,INLAND
2044,-119.67,36.72,31.0,843,140,453,149,26875.0,153800.0,INLAND
2045,-119.73,36.73,7.0,2461,647,1587,551,14007.0,225000.0,INLAND
2046,-119.72,36.73,9.0,1914,491,1116,424,14645.999999999998,65900.0,INLAND
2047,-119.72,36.72,15.0,1713,246,766,232,68162.0,127200.0,INLAND
2048,-119.73,36.72,26.0,2645,1005,1660,991,6991.000000000001,89500.0,INLAND
2049,-119.73,36.73,9.0,1621,428,678,394,22437.0,54200.0,INLAND
2050,-119.71,36.73,19.0,3972,585,1586,560,52608.0,151400.0,INLAND
2051,-119.72,36.71,7.0,2456,463,1350,424,30179.0,91600.0,INLAND
2052,-119.73,36.72,15.0,2246,456,1190,403,20294.0,70400.0,INLAND
2053,-119.73,36.68,32.0,755,205,681,207,17986.0,49300.0,INLAND
2054,-119.69,36.69,36.0,1432,269,836,237,21563.0,88300.0,INLAND
2055,-119.76,36.68,29.0,1243,312,836,277,18355.0,74200.0,INLAND
2056,-119.67,36.65,20.0,2512,449,1464,450,39211.0,92300.0,INLAND
2057,-119.63,36.64,33.0,1036,181,620,174,34107.0,110400.0,INLAND
2058,-119.65,36.62,6.0,1931,422,1344,414,16607.0,58000.0,INLAND
2059,-119.68,36.63,39.0,1237,256,638,239,30139.0,65300.0,INLAND
2060,-119.74,36.65,19.0,2546,463,1257,418,29013.0,89500.0,INLAND
2061,-119.68,36.62,31.0,834,229,616,211,16602.0,61200.0,INLAND
2062,-119.73,36.62,35.0,2080,365,1026,333,35781.0,92800.0,INLAND
2063,-119.73,36.59,31.0,1551,296,1058,287,33438.0,92600.0,INLAND
2064,-119.8,36.68,31.0,2214,432,1326,416,21690.999999999996,66700.0,INLAND
2065,-119.78,36.65,27.0,1226,240,706,211,27700.0,68400.0,INLAND
2066,-119.82,36.64,30.0,1694,312,1008,321,22466.0,96000.0,INLAND
2067,-119.8,36.65,34.0,2263,423,1184,407,17692.0,74200.0,INLAND
2068,-119.89,36.73,43.0,524,93,302,93,26145.999999999996,81300.0,INLAND
2069,-119.87,36.72,30.0,1584,316,984,300,20658.0,67900.0,INLAND
2070,-119.89,36.7,32.0,1485,269,867,271,25809.000000000004,78300.0,INLAND
2071,-119.85,36.74,35.0,1191,190,537,182,35375.0,96700.0,INLAND
2072,-119.84,36.77,6.0,1853,473,1397,417,14817.0,72000.0,INLAND
2073,-119.83,36.76,15.0,3291,772,1738,634,19760.0,67300.0,INLAND
2074,-119.82,36.75,41.0,1022,209,741,213,20781.0,48800.0,INLAND
2075,-119.84,36.75,34.0,1186,300,774,271,15750.0,57100.0,INLAND
2076,-119.83,36.75,33.0,662,183,607,181,13929.0,55600.0,INLAND
2077,-119.81,36.76,48.0,2059,388,834,405,29306.0,67900.0,INLAND
2078,-119.81,36.76,51.0,2419,486,1284,426,22029.0,54200.0,INLAND
2079,-119.81,36.75,52.0,1827,356,855,353,17636.0,55100.0,INLAND
2080,-119.82,36.76,41.0,1973,399,1107,375,18971.0,66900.0,INLAND
2081,-119.82,36.76,46.0,2194,563,924,542,14028.0,68500.0,INLAND
2082,-119.8,36.76,52.0,1853,437,764,390,16429.0,69200.0,INLAND
2083,-119.8,36.75,52.0,1788,449,1156,418,17298.0,58400.0,INLAND
2084,-119.81,36.76,52.0,1792,352,1049,357,24375.0,57100.0,INLAND
2085,-119.8,36.76,52.0,2224,418,832,406,23952.0,78400.0,INLAND
2086,-119.79,36.76,52.0,1185,260,635,239,11750.0,56100.0,INLAND
2087,-119.79,36.75,52.0,377,97,530,96,10000.0,45000.0,INLAND
2088,-119.8,36.75,46.0,2625,593,1368,551,15273.000000000002,59000.0,INLAND
2089,-119.79,36.76,52.0,2408,498,1361,465,21055.0,61300.0,INLAND
2090,-119.78,36.76,47.0,1425,323,949,325,17344.0,51300.0,INLAND
2091,-119.78,36.75,49.0,1175,307,982,278,12937.0,52000.0,INLAND
2092,-119.78,36.75,43.0,2070,512,1925,444,14635.0,46600.0,INLAND
2093,-119.78,36.76,50.0,1343,322,1063,342,17500.0,49800.0,INLAND
2094,-119.76,36.76,23.0,3800,1003,3786,917,14766.0,50600.0,INLAND
2095,-119.76,36.75,35.0,1607,383,1407,382,21900.0,53400.0,INLAND
2096,-119.76,36.75,41.0,1576,417,1567,366,12545.0,45500.0,INLAND
2097,-119.77,36.76,40.0,2009,519,2219,505,12101.0,49100.0,INLAND
2098,-119.77,36.76,43.0,1623,294,781,272,18690.0,56000.0,INLAND
2099,-119.77,36.76,43.0,1945,413,1492,422,15174.0,54600.0,INLAND
2100,-119.76,36.75,35.0,2347,526,1676,481,16548.0,49400.0,INLAND
2101,-119.76,36.74,52.0,2137,448,1194,444,13029.0,69100.0,INLAND
2102,-119.77,36.74,50.0,1325,280,811,281,18667.0,62800.0,INLAND
2103,-119.77,36.74,51.0,1454,235,729,252,33125.0,70100.0,INLAND
2104,-119.77,36.75,44.0,1818,412,1680,418,17083.0,48300.0,INLAND
2105,-119.76,36.75,39.0,2233,563,2031,491,18641.0,50800.0,INLAND
2106,-119.74,36.75,47.0,2236,418,1042,397,29545.0,59600.0,INLAND
2107,-119.74,36.74,39.0,4893,1210,4749,1067,12064.999999999998,55600.0,INLAND
2108,-119.75,36.74,39.0,1740,351,1098,347,18958.0,51300.0,INLAND
2109,-119.75,36.75,50.0,1515,294,852,297,19955.0,54200.0,INLAND
2110,-119.75,36.75,49.0,2331,460,1290,477,25111.0,55400.0,INLAND
2111,-119.74,36.76,42.0,2093,470,1621,438,17994.0,58700.0,INLAND
2112,-119.74,36.76,36.0,912,216,842,219,14766.0,52800.0,INLAND
2113,-119.75,36.76,29.0,2077,524,1887,489,14107.0,59800.0,INLAND
2114,-119.75,36.76,32.0,2072,497,2002,470,13278.000000000002,44500.0,INLAND
2116,-119.72,36.75,11.0,4832,993,2190,888,26610.999999999996,74700.0,INLAND
2117,-119.73,36.76,30.0,1548,282,886,311,31000.0,71300.0,INLAND
2118,-119.72,36.75,27.0,1691,282,869,337,39514.0,86900.0,INLAND
2119,-119.73,36.74,14.0,6202,1551,5561,1435,16073.0,64700.0,INLAND
2120,-119.73,36.75,39.0,1745,321,901,303,31719.0,67900.0,INLAND
2121,-119.7,36.75,11.0,3626,779,1819,731,24956.0,87500.0,INLAND
2122,-119.71,36.74,18.0,8099,1670,4476,1514,24728.0,88300.0,INLAND
2123,-119.71,36.76,28.0,2675,527,1392,521,23108.0,72000.0,INLAND
2124,-119.7,36.8,34.0,1768,303,888,314,38088.0,87700.0,INLAND
2125,-119.71,36.79,34.0,1891,323,966,355,36681.0,82000.0,INLAND
2126,-119.71,36.77,11.0,5112,1384,2487,1243,21461.0,75900.0,INLAND
2127,-119.73,36.8,15.0,2376,538,1197,510,31417.0,74600.0,INLAND
2128,-119.72,36.8,16.0,2396,526,1338,518,21652.999999999996,78800.0,INLAND
2129,-119.72,36.8,15.0,3045,689,1340,588,31953.0,85700.0,INLAND
2130,-119.71,36.8,17.0,2056,366,1259,367,39338.0,84700.0,INLAND
2131,-119.71,36.8,17.0,1415,267,861,293,32500.0,81400.0,INLAND
2132,-119.71,36.81,9.0,1122,290,662,284,20536.0,55000.0,INLAND
2133,-119.7,36.8,31.0,1746,321,1186,360,26932.0,66400.0,INLAND
2134,-119.71,36.8,25.0,875,156,646,166,30000.0,72800.0,INLAND
2135,-119.72,36.8,23.0,2128,442,1047,450,26250.0,71500.0,INLAND
2136,-119.73,36.8,24.0,1316,249,781,260,37578.0,69200.0,INLAND
2137,-119.72,36.81,15.0,2175,564,1194,482,26767.0,87500.0,INLAND
2138,-119.73,36.77,24.0,4410,939,2362,862,29406.0,73000.0,INLAND
2139,-119.74,36.77,30.0,2427,482,1375,518,25737.0,76900.0,INLAND
2140,-119.75,36.77,32.0,1962,399,1005,392,26726.0,70400.0,INLAND
2141,-119.75,36.78,35.0,1129,220,474,242,24405.0,74300.0,INLAND
2142,-119.75,36.78,33.0,1145,197,508,198,23333.0,81300.0,INLAND
2143,-119.74,36.78,27.0,4049,947,2254,882,22467.0,70700.0,INLAND
2144,-119.76,36.77,36.0,2507,466,1227,474,27850.0,72300.0,INLAND
2145,-119.76,36.77,38.0,3804,814,2142,816,21439.0,60200.0,INLAND
2146,-119.77,36.77,38.0,3065,658,1441,625,20564.0,64700.0,INLAND
2147,-119.77,36.78,36.0,3616,779,1994,786,25434.0,67300.0,INLAND
2148,-119.77,36.78,40.0,1411,284,609,296,19375.0,67700.0,INLAND
2149,-119.77,36.77,29.0,2554,705,2669,655,12176.0,61900.0,INLAND
2150,-119.78,36.77,45.0,1315,256,666,240,23562.0,58100.0,INLAND
2151,-119.78,36.78,37.0,2185,455,1143,438,19784.0,70700.0,INLAND
2152,-119.79,36.77,30.0,1610,410,1000,397,20357.0,60200.0,INLAND
2153,-119.8,36.77,52.0,2964,512,1114,486,38105.0,87600.0,INLAND
2154,-119.8,36.78,50.0,1818,374,737,338,22614.0,73000.0,INLAND
2155,-119.79,36.78,41.0,2227,462,1129,415,23190.0,59100.0,INLAND
2156,-119.79,36.77,43.0,2323,502,1144,471,23967.0,58700.0,INLAND
2157,-119.81,36.78,52.0,2281,371,839,367,35972.0,89900.0,INLAND
2158,-119.81,36.77,49.0,1749,314,705,300,31500.0,72200.0,INLAND
2159,-119.81,36.77,48.0,1805,329,741,331,25804.0,78900.0,INLAND
2160,-119.81,36.77,43.0,2341,395,890,375,34265.0,85000.0,INLAND
2161,-119.81,36.78,37.0,1965,364,796,335,36250.0,83400.0,INLAND
2162,-119.82,36.78,36.0,1370,289,812,282,26126.999999999996,69600.0,INLAND
2163,-119.82,36.77,41.0,1441,274,646,296,30568.0,71300.0,INLAND
2164,-119.82,36.77,36.0,2252,468,1117,442,29081.0,65600.0,INLAND
2165,-119.83,36.77,32.0,2867,615,1705,570,24286.0,68100.0,INLAND
2166,-119.83,36.77,23.0,2168,503,1190,425,26250.0,71600.0,INLAND
2167,-119.83,36.78,30.0,3162,640,1660,639,28359.0,80300.0,INLAND
2168,-119.87,36.79,8.0,2875,548,1718,551,36522.0,80200.0,INLAND
2169,-119.87,36.79,7.0,1932,419,1014,389,30938.0,76700.0,INLAND
2170,-119.89,36.79,5.0,3821,705,2179,694,37821.0,80400.0,INLAND
2171,-119.87,36.78,4.0,6102,1114,3406,1115,34213.0,84500.0,INLAND
2172,-119.85,36.78,8.0,3096,684,1454,545,27857.0,79700.0,INLAND
2173,-119.86,36.78,7.0,2232,490,1274,499,29853.0,74700.0,INLAND
2174,-119.85,36.77,9.0,1142,314,620,283,20446.0,81300.0,INLAND
2175,-119.85,36.77,27.0,1510,344,847,295,29315.000000000004,83200.0,INLAND
2176,-119.85,36.76,10.0,2067,450,845,354,18214.0,80100.0,INLAND
2177,-119.85,36.75,24.0,1143,245,608,240,28194.0,81100.0,INLAND
2178,-119.87,36.76,34.0,1649,323,919,316,28750.0,74500.0,INLAND
2179,-119.9,36.79,22.0,1970,332,1066,319,33125.0,106100.0,INLAND
2180,-119.89,36.76,17.0,1987,335,1152,313,41719.0,126400.0,INLAND
2181,-119.92,36.77,18.0,1422,243,702,230,36204.0,119800.0,INLAND
2182,-120.08,36.79,38.0,1446,285,928,255,29808.0,89600.0,INLAND
2183,-120.21,36.77,20.0,1745,348,1093,302,23194.0,90600.0,INLAND
2184,-120.1,36.66,19.0,2020,416,1341,360,17000.0,69000.0,INLAND
2185,-119.98,36.74,26.0,1453,251,896,260,34861.0,112500.0,INLAND
2186,-120.0,36.7,33.0,1902,370,1168,358,26852.0,70800.0,INLAND
2187,-120.04,36.74,14.0,3182,730,2298,721,16168.0,71800.0,INLAND
2188,-120.05,36.72,24.0,1961,422,1559,374,18299.0,57800.0,INLAND
2189,-120.08,36.72,22.0,1339,251,820,276,36000.0,83200.0,INLAND
2190,-120.06,36.72,32.0,981,237,736,249,18000.0,60400.0,INLAND
2191,-120.07,36.74,19.0,2627,502,1295,441,30870.000000000004,88200.0,INLAND
2192,-119.95,36.8,30.0,1233,214,620,199,34297.0,112500.0,INLAND
2193,-119.99,36.8,45.0,1270,242,598,214,32813.0,105400.0,INLAND
2194,-120.02,36.8,25.0,1270,255,1050,245,21618.0,55300.0,INLAND
2195,-120.04,36.79,48.0,1341,239,671,208,27917.0,82800.0,INLAND
2196,-119.91,36.83,29.0,2205,366,1072,345,38056.0,165400.0,INLAND
2197,-119.88,36.81,30.0,2288,474,1435,425,13221.0,61200.0,INLAND
2198,-119.88,36.85,8.0,2580,372,1111,393,75000.0,256200.0,INLAND
2199,-119.87,36.83,4.0,4833,784,2088,789,51781.0,122500.0,INLAND
2200,-119.85,36.83,15.0,2563,335,1080,356,67181.0,160300.0,INLAND
2201,-119.85,36.83,11.0,2497,427,1101,405,48036.0,141600.0,INLAND
2202,-119.86,36.82,12.0,1488,253,675,223,47622.0,89300.0,INLAND
2203,-119.85,36.82,9.0,3995,778,1691,712,33239.0,91300.0,INLAND
2204,-119.85,36.82,15.0,1387,236,638,195,55842.0,88900.0,INLAND
2205,-119.85,36.82,16.0,1852,274,887,286,55405.0,119300.0,INLAND
2206,-119.88,36.83,2.0,4055,735,1730,654,42131.99999999999,96500.0,INLAND
2207,-119.86,36.81,4.0,4530,1070,1804,837,33942.0,72100.0,INLAND
2208,-119.87,36.81,6.0,1891,341,969,330,46726.0,107800.0,INLAND
2209,-119.85,36.81,15.0,1743,310,1011,325,37550.0,68000.0,INLAND
2210,-119.85,36.8,14.0,1876,324,1031,311,36563.0,88800.0,INLAND
2211,-119.85,36.8,14.0,4177,914,2300,867,29565.0,73000.0,INLAND
2212,-119.86,36.8,18.0,2536,516,1196,466,25595.0,67900.0,INLAND
2213,-119.84,36.85,8.0,3791,487,1424,475,105144.0,345900.0,INLAND
2214,-119.85,36.84,12.0,2272,304,840,305,89669.00000000001,213900.0,INLAND
2215,-119.84,36.84,12.0,2396,290,863,258,87716.0,229200.0,INLAND
2216,-119.84,36.83,17.0,2273,298,700,263,68645.0,195900.0,INLAND
2217,-119.83,36.83,14.0,2351,341,1128,363,69903.0,141200.0,INLAND
2218,-119.82,36.83,14.0,2982,412,1408,423,53240.99999999999,123000.0,INLAND
2219,-119.84,36.83,17.0,3012,408,987,362,74201.0,229700.0,INLAND
2220,-119.82,36.83,16.0,2868,376,1016,379,61175.0,144700.0,INLAND
2221,-119.84,36.82,17.0,2807,376,996,353,55357.0,167700.0,INLAND
2222,-119.83,36.82,14.0,1087,165,365,176,72909.0,155600.0,INLAND
2223,-119.82,36.82,28.0,2268,336,752,330,52809.0,151500.0,INLAND
2224,-119.82,36.81,25.0,3305,551,1149,500,50698.0,150900.0,INLAND
2225,-119.84,36.81,18.0,2789,378,937,364,77062.0,188300.0,INLAND
2226,-119.78,36.86,10.0,2902,363,1200,363,83608.0,187300.0,INLAND
2227,-119.77,36.86,7.0,4139,544,1843,562,82737.0,193500.0,INLAND
2228,-119.77,36.85,8.0,1519,234,711,248,59897.0,123600.0,INLAND
2229,-119.77,36.84,15.0,1924,262,848,277,53886.0,125300.0,INLAND
2230,-119.77,36.84,15.0,2058,412,891,378,32569.0,124400.0,INLAND
2231,-119.78,36.84,7.0,4907,1075,2014,909,32147.0,111900.0,INLAND
2232,-119.78,36.85,12.0,782,166,292,164,28274.0,79500.0,INLAND
2233,-119.78,36.86,8.0,3468,675,1604,626,42070.99999999999,128300.0,INLAND
2234,-119.79,36.85,11.0,2596,619,1765,539,19511.0,54000.0,INLAND
2235,-119.79,36.84,22.0,1529,375,1543,395,17926.0,51700.0,INLAND
2236,-119.8,36.86,7.0,6434,1201,2733,1045,37656.0,145000.0,INLAND
2237,-119.81,36.85,17.0,2340,370,1174,396,42304.00000000001,94400.0,INLAND
2238,-119.82,36.84,7.0,2289,342,1077,354,54868.0,158800.0,INLAND
2239,-119.82,36.84,9.0,2340,544,860,520,33229.0,119300.0,INLAND
2240,-119.81,36.83,19.0,6789,1200,2325,1109,40490.00000000001,126000.0,INLAND
2241,-119.81,36.83,10.0,5780,922,2712,883,56445.0,135500.0,INLAND
2242,-119.78,36.83,11.0,2754,663,1328,604,23666.999999999996,69300.0,INLAND
2243,-119.79,36.82,25.0,2330,462,1215,467,32143.0,93000.0,INLAND
2244,-119.8,36.83,17.0,1560,261,709,258,43315.0,95800.0,INLAND
2245,-119.79,36.83,15.0,3356,694,1232,627,22214.999999999996,72200.0,INLAND
2246,-119.79,36.82,23.0,4358,819,1852,802,34167.0,105200.0,INLAND
2247,-119.78,36.82,22.0,4241,1147,1929,971,17708.0,53500.0,INLAND
2248,-119.8,36.82,24.0,5377,1005,2010,982,34542.0,121200.0,INLAND
2249,-119.81,36.81,33.0,3972,594,1324,561,54513.0,143300.0,INLAND
2250,-119.8,36.8,43.0,1951,288,725,308,63359.0,169300.0,INLAND
2251,-119.81,36.8,38.0,2252,325,777,314,61575.0,160100.0,INLAND
2252,-119.83,36.8,24.0,3756,681,1586,739,38571.0,90100.0,INLAND
2253,-119.82,36.8,33.0,1670,256,528,250,29471.0,99500.0,INLAND
2254,-119.81,36.8,29.0,2806,552,1242,540,35958.0,88800.0,INLAND
2255,-119.83,36.8,16.0,6101,1200,3407,1134,31250.0,80800.0,INLAND
2256,-119.84,36.8,16.0,2849,506,1508,478,34074.0,72700.0,INLAND
2257,-119.84,36.8,19.0,3244,776,1463,710,20469.0,66900.0,INLAND
2258,-119.83,36.79,35.0,1872,363,1054,369,33272.0,65600.0,INLAND
2259,-119.83,36.78,35.0,1789,357,933,357,25223.0,66200.0,INLAND
2260,-119.84,36.78,24.0,3242,795,2764,773,13385.0,58800.0,INLAND
2261,-119.84,36.79,21.0,3235,648,1820,614,33447.0,71400.0,INLAND
2262,-119.83,36.79,24.0,3505,819,2098,774,19575.0,67000.0,INLAND
2263,-119.81,36.78,35.0,1012,245,633,240,20324.0,55500.0,INLAND
2264,-119.81,36.78,36.0,1650,313,660,298,30000.0,79700.0,INLAND
2265,-119.82,36.78,36.0,1582,313,761,318,26055.0,69200.0,INLAND
2266,-119.82,36.79,35.0,1474,291,709,294,26522.0,65900.0,INLAND
2267,-119.82,36.79,18.0,5822,1439,3415,1224,16854.0,64700.0,INLAND
2268,-119.81,36.79,35.0,2314,443,954,457,29506.0,73800.0,INLAND
2269,-119.79,36.79,33.0,3433,785,1806,783,19386.0,67500.0,INLAND
2270,-119.79,36.78,38.0,1912,456,1131,408,20299.999999999996,58800.0,INLAND
2271,-119.8,36.78,43.0,2382,431,874,380,35542.0,96500.0,INLAND
2272,-119.81,36.79,39.0,2471,460,1118,431,24167.0,71900.0,INLAND
2273,-119.8,36.79,45.0,1337,187,471,187,51870.0,153800.0,INLAND
2274,-119.79,36.81,35.0,1877,328,1155,353,30690.0,69600.0,INLAND
2275,-119.78,36.8,34.0,2200,493,1243,431,18514.0,66500.0,INLAND
2276,-119.79,36.8,27.0,2462,484,852,449,33200.0,124700.0,INLAND
2277,-119.79,36.81,33.0,1461,261,494,254,42500.0,132200.0,INLAND
2278,-119.77,36.79,34.0,2679,460,1141,470,32642.000000000004,89600.0,INLAND
2279,-119.78,36.78,31.0,2164,456,959,463,23293.0,73400.0,INLAND
2280,-119.79,36.79,26.0,1700,423,909,386,22559.999999999996,64500.0,INLAND
2281,-119.79,36.79,19.0,1524,448,960,386,15122.0,47500.0,INLAND
2282,-119.78,36.79,33.0,2260,440,966,413,29301.0,68300.0,INLAND
2283,-119.76,36.79,26.0,3654,837,1976,830,21544.0,72800.0,INLAND
2284,-119.76,36.78,30.0,6117,1330,2768,1224,21383.0,78800.0,INLAND
2285,-119.77,36.79,27.0,2258,427,1076,423,29937.0,81100.0,INLAND
2286,-119.76,36.79,32.0,2463,468,1261,486,33281.0,75100.0,INLAND
2287,-119.74,36.79,28.0,2857,619,1614,592,21573.000000000004,71400.0,INLAND
2288,-119.75,36.78,28.0,3257,752,1981,712,22930.0,71700.0,INLAND
2289,-119.76,36.8,29.0,3494,662,1781,616,25893.0,70900.0,INLAND
2290,-119.77,36.8,32.0,3461,665,1507,649,29244.0,84600.0,INLAND
2291,-119.78,36.8,34.0,3426,623,1938,647,28994.0,66000.0,INLAND
2292,-119.76,36.8,20.0,6257,1346,2795,1267,22094.0,83700.0,INLAND
2293,-119.77,36.8,24.0,3748,770,1827,719,27222.0,83100.0,INLAND
2294,-119.74,36.8,18.0,10862,2401,5466,2209,24678.0,74300.0,INLAND
2295,-119.75,36.8,25.0,2718,504,1257,465,23333.0,90600.0,INLAND
2296,-119.75,36.8,30.0,3308,662,1894,648,21970.0,74500.0,INLAND
2297,-119.76,36.81,19.0,4643,1429,4638,1335,12716.0,69400.0,INLAND
2298,-119.77,36.81,25.0,1565,271,661,275,34279.0,84700.0,INLAND
